lon,lat,depth,date,var,value
-50.69022107261209,64.84902131076707,NA,NA,PAR0m_Global,31.488998413085938
-50.672016304219724,64.83984032873114,NA,NA,PAR0m_Global,38.56174087524414
-50.66898217615432,64.83984032873114,NA,NA,PAR0m_Global,30.40637969970703
-50.617401999042606,64.82016679579701,NA,NA,PAR0m_Global,33.54496383666992
-50.60829961484642,64.79524698741378,NA,NA,PAR0m_Global,34.37544250488281
-50.60829961484642,64.79262384968922,NA,NA,PAR0m_Global,30.72409439086914
-51.08769184917885,64.77163874789282,NA,NA,PAR0m_Global,34.141727447509766
-51.09072597724425,64.77032717903055,NA,NA,PAR0m_Global,34.49619674682617
-51.08769184917885,64.77032717903055,NA,NA,PAR0m_Global,34.41456604003906
-50.144078020840965,64.76770404130599,NA,NA,PAR0m_Global,40.76880645751953
-50.14104389277557,64.76770404130599,NA,NA,PAR0m_Global,40.32013702392578
-50.144078020840965,64.76639247244371,NA,NA,PAR0m_Global,40.90040969848633
-50.14104389277557,64.76639247244371,NA,NA,PAR0m_Global,40.09757614135742
-50.144078020840965,64.76508090358143,NA,NA,PAR0m_Global,41.032012939453125
-50.14104389277557,64.76508090358143,NA,NA,PAR0m_Global,39.8750114440918
-50.144078020840965,64.76376933471917,NA,NA,PAR0m_Global,41.163612365722656
-51.172647435009914,64.7624577658569,NA,NA,PAR0m_Global,33.235435485839844
-51.16961330694452,64.7624577658569,NA,NA,PAR0m_Global,33.52101516723633
-50.144078020840965,64.7624577658569,NA,NA,PAR0m_Global,41.29521560668945
-51.172647435009914,64.76114619699462,NA,NA,PAR0m_Global,33.461708068847656
-51.16961330694452,64.76114619699462,NA,NA,PAR0m_Global,33.76974105834961
-51.166579178879125,64.76114619699462,NA,NA,PAR0m_Global,33.44364547729492
-51.16354505081373,64.76114619699462,NA,NA,PAR0m_Global,32.24365234375
-51.16051092274834,64.76114619699462,NA,NA,PAR0m_Global,31.934337615966797
-50.493002748361405,64.74147266406048,NA,NA,PAR0m_Global,33.65340805053711
-50.48996862029601,64.74147266406048,NA,NA,PAR0m_Global,38.899356842041016
-50.48693449223062,64.74147266406048,NA,NA,PAR0m_Global,38.59574508666992
-50.493002748361405,64.7401610951982,NA,NA,PAR0m_Global,33.631839752197266
-50.48996862029601,64.7401610951982,NA,NA,PAR0m_Global,38.98872756958008
-50.48693449223062,64.7401610951982,NA,NA,PAR0m_Global,38.64876174926758
-50.83889334781645,64.72048756226407,NA,NA,PAR0m_Global,41.77637481689453
-50.83585921975106,64.72048756226407,NA,NA,PAR0m_Global,42.69775390625
-50.22903360667203,64.69163304729402,NA,NA,PAR0m_Global,41.47336959838867
-50.22903360667203,64.69032147843174,NA,NA,PAR0m_Global,41.02959442138672
-50.22599947860664,64.69032147843174,NA,NA,PAR0m_Global,40.99174880981445
-50.222965350541244,64.69032147843174,NA,NA,PAR0m_Global,35.43056106567383
-50.207794710214266,64.68900990956946,NA,NA,PAR0m_Global,33.136207580566406
-50.207794710214266,64.68769834070719,NA,NA,PAR0m_Global,33.77055740356445
-50.20476058214887,64.68769834070719,NA,NA,PAR0m_Global,33.88490676879883
-50.207794710214266,64.68638677184491,NA,NA,PAR0m_Global,34.404903411865234
-50.20476058214887,64.68638677184491,NA,NA,PAR0m_Global,34.36051940917969
-50.20172645408348,64.68638677184491,NA,NA,PAR0m_Global,34.53567886352539
-50.207794710214266,64.68507520298263,NA,NA,PAR0m_Global,35.03925323486328
-50.20476058214887,64.68507520298263,NA,NA,PAR0m_Global,34.83613586425781
-50.20172645408348,64.68507520298263,NA,NA,PAR0m_Global,34.86112976074219
-50.20476058214887,64.68376363412037,NA,NA,PAR0m_Global,34.27188491821289
-50.20172645408348,64.68376363412037,NA,NA,PAR0m_Global,34.19059371948242
-50.19869232601808,64.68376363412037,NA,NA,PAR0m_Global,37.679996490478516
-50.19565819795268,64.68376363412037,NA,NA,PAR0m_Global,37.8561897277832
-50.20476058214887,64.68245206525809,NA,NA,PAR0m_Global,34.721435546875
-50.20172645408348,64.68245206525809,NA,NA,PAR0m_Global,34.48923110961914
-50.19869232601808,64.68245206525809,NA,NA,PAR0m_Global,38.05157470703125
-50.19565819795268,64.68245206525809,NA,NA,PAR0m_Global,38.17461013793945
-50.20476058214887,64.68114049639581,NA,NA,PAR0m_Global,35.17098617553711
-50.20172645408348,64.68114049639581,NA,NA,PAR0m_Global,34.787864685058594
-50.19869232601808,64.68114049639581,NA,NA,PAR0m_Global,38.42314910888672
-50.19565819795268,64.68114049639581,NA,NA,PAR0m_Global,38.49303436279297
-51.17871569114071,64.65884382573712,NA,NA,PAR0m_Global,37.157657623291016
-50.63864089550037,64.64310499938982,NA,NA,PAR0m_Global,31.209911346435547
-50.63864089550037,64.64179343052754,NA,NA,PAR0m_Global,31.342878341674805
-50.63864089550037,64.64048186166526,NA,NA,PAR0m_Global,31.475845336914062
-51.18781807533689,64.61162734669522,NA,NA,PAR0m_Global,31.68473243713379
-51.14534028242136,64.61162734669522,NA,NA,PAR0m_Global,43.604793548583984
-51.18781807533689,64.61031577783294,NA,NA,PAR0m_Global,31.772390365600586
-51.151408538552154,64.61031577783294,NA,NA,PAR0m_Global,42.874847412109375
-51.14837441048675,64.61031577783294,NA,NA,PAR0m_Global,43.925052642822266
-51.14534028242136,64.61031577783294,NA,NA,PAR0m_Global,44.185768127441406
-50.79944968296632,64.5906422448988,NA,NA,PAR0m_Global,38.85440444946289
-50.138009764710176,64.5749034185515,NA,NA,PAR0m_Global,40.50766372680664
