lon,lat,depth,date,var,value
11.7489930798949,79.0534929650844,-3.266144275665283,2017,YearlyPAR0m,31.147783279418945
11.7489930798949,79.0526099650844,-3.8322689533233643,2017,YearlyPAR0m,31.77632713317871
11.7489930798949,79.0517269650844,-3.8322689533233643,2017,YearlyPAR0m,32.40487289428711
11.753613079894901,79.0517269650844,-3.8322689533233643,2013,YearlyPAR0m,33.196083068847656
11.7489930798949,79.0508439650844,-4.966160774230957,2017,YearlyPAR0m,33.033416748046875
11.753613079894901,79.0508439650844,-4,2013,YearlyPAR0m,33.17627716064453
11.7859530798949,79.0428969650844,-3.5232179164886475,2016,YearlyPAR0m,32.58552932739258
11.7859530798949,79.0420139650844,-2.263227701187134,2016,YearlyPAR0m,33.108646392822266
11.7859530798949,79.04113096508439,-2.263227701187134,2016,YearlyPAR0m,33.63176727294922
11.790573079894902,79.04113096508439,-2.263227701187134,2016,YearlyPAR0m,33.34450912475586
11.7859530798949,79.04024796508439,-3.613527297973633,2016,YearlyPAR0m,34.15488815307617
11.790573079894902,79.04024796508439,-2.637655019760132,2016,YearlyPAR0m,33.72364807128906
11.822913079894901,79.03406696508439,-6.185664653778076,2016,YearlyPAR0m,30.95205307006836
11.822913079894901,79.03318396508439,-9.810641288757324,2016,YearlyPAR0m,30.979902267456055
11.8275330798949,79.03318396508439,-9.965779304504395,2012,YearlyPAR0m,33.99192428588867
11.822913079894901,79.03230096508439,-10.342577934265137,2016,YearlyPAR0m,31.00775146484375
11.8275330798949,79.03230096508439,-9.965779304504395,2012,YearlyPAR0m,34.372413635253906
11.832153079894901,79.03230096508439,-7.057562351226807,2012,YearlyPAR0m,30.70200538635254
11.822913079894901,79.0314179650844,-15.541428565979004,2016,YearlyPAR0m,31.035600662231445
11.8275330798949,79.0314179650844,-11.016535758972168,2012,YearlyPAR0m,34.75290298461914
11.832153079894901,79.0314179650844,-6.486405372619629,2012,YearlyPAR0m,31.104631423950195
11.822913079894901,79.0305349650844,-19.010000228881836,2016,YearlyPAR0m,31.06344985961914
11.8275330798949,79.0305349650844,-27.340913772583008,2012,YearlyPAR0m,35.133392333984375
11.832153079894901,79.0305349650844,-16.191930770874023,2012,YearlyPAR0m,31.50725746154785
11.892213079894901,79.02611996508439,-1.5610706806182861,2016,YearlyPAR0m,30.04155158996582
11.8875930798949,79.02523696508439,-3.2372303009033203,2016,YearlyPAR0m,30.094697952270508
11.892213079894901,79.02523696508439,-1.5610706806182861,2016,YearlyPAR0m,30.32599449157715
11.8875930798949,79.0243539650844,-11.459484100341797,2016,YearlyPAR0m,31.058269500732422
11.892213079894901,79.0243539650844,-8.199109077453613,2016,YearlyPAR0m,30.610437393188477
11.8875930798949,79.0234709650844,-12.85274600982666,2016,YearlyPAR0m,31.40196418762207
11.892213079894901,79.0234709650844,-8.199109077453613,2016,YearlyPAR0m,30.894880294799805
11.8875930798949,79.0225879650844,-22.350000381469727,2016,YearlyPAR0m,31.74565887451172
11.892213079894901,79.0225879650844,-27.201499938964844,2016,YearlyPAR0m,31.179323196411133
11.8875930798949,79.0217049650844,-44.66999816894531,2016,YearlyPAR0m,32.08935546875
11.892213079894901,79.0217049650844,-28.584999084472656,2016,YearlyPAR0m,31.46376609802246
11.8968330798949,79.0217049650844,-24.99725341796875,2016,YearlyPAR0m,30.20989990234375
11.8875930798949,79.0208219650844,-94.4800033569336,2016,YearlyPAR0m,32.433048248291016
11.892213079894901,79.0208219650844,-72.98999786376953,2016,YearlyPAR0m,31.748207092285156
11.8968330798949,79.0208219650844,-43.529998779296875,2016,YearlyPAR0m,30.49265480041504
12.5482530798949,78.96960796508439,-132.46006774902344,2020,YearlyPAR0m,34.136051177978516
12.5482530798949,78.96872496508439,-131.5712432861328,2020,YearlyPAR0m,34.17321014404297
12.5482530798949,78.9678419650844,-117.80429077148438,2020,YearlyPAR0m,34.21036911010742
12.5482530798949,78.9669589650844,-107.38640594482422,2020,YearlyPAR0m,34.247528076171875
12.5482530798949,78.9660759650844,-64.4800033569336,2020,YearlyPAR0m,34.28468704223633
12.5482530798949,78.9651929650844,-41.809627532958984,2020,YearlyPAR0m,34.32184600830078
12.543633079894901,78.9643099650844,-41.809627532958984,2020,YearlyPAR0m,34.24929428100586
12.0492930798949,78.9634269650844,-1.1264073848724365,2018,YearlyPAR0m,30.240947723388672
12.0492930798949,78.9625439650844,-1.1264073848724365,2018,YearlyPAR0m,30.327341079711914
12.0492930798949,78.96166096508439,-2.2866666316986084,2018,YearlyPAR0m,30.413734436035156
12.0492930798949,78.9607779650844,-2.984999895095825,2018,YearlyPAR0m,30.500125885009766
12.6221730798949,78.91839396508439,-2.546776294708252,2022,YearlyPAR0m,30.135995864868164
12.6267930798949,78.91839396508439,-2.546776294708252,2022,YearlyPAR0m,31.595970153808594
12.6221730798949,78.9175109650844,-2.546776294708252,2022,YearlyPAR0m,30.34516716003418
12.6267930798949,78.9175109650844,-2.546776294708252,2022,YearlyPAR0m,31.74359130859375
12.6221730798949,78.9166279650844,-19.410978317260742,2022,YearlyPAR0m,30.554336547851562
12.6267930798949,78.9166279650844,-12.387840270996094,2022,YearlyPAR0m,31.891210556030273
12.6221730798949,78.9157449650844,-27.35190200805664,2022,YearlyPAR0m,30.763507843017578
12.6267930798949,78.9157449650844,-14.977498054504395,2022,YearlyPAR0m,32.03883361816406
12.6221730798949,78.9148619650844,-27.124717712402344,2022,YearlyPAR0m,30.546466827392578
12.6267930798949,78.9148619650844,-20.424835205078125,2022,YearlyPAR0m,32.18645095825195
